timestamp,course_url,title,headline,is_bestseller,rating,num_reviews,num_students,instructor,language,price,discount,related_topics,sections,lectures,total_length
2025-10-06 20:18:26,https://www.udemy.com/course/machine-learning-with-scikitlearn/,Machine Learning In-Depth (With Python),Machine Learning In-Depth (With Python),No,4.3,14,442,Harish,English,319000.0,72%,"Machine Learning, Other IT & Software, IT & Software",1.0,24.0,46h 1m
2025-10-06 20:19:09,https://www.udemy.com/course/machine-learning-and-deep-learning-projects-in-python/,Machine Learning and Deep Learning Projects in Python,20 practical projects of Machine Learning and Deep Learning and their implementation in Python along with all the codes,No,4.2,192,"30,443",S.,English,279000.0,57%,"Data Science, Development",22.0,60.0,5h 33m
2025-10-06 20:19:31,https://www.udemy.com/course/algorithmic-trading-with-python-and-machine-learning/,"Algorithmic Trading A-Z with Python, Machine Learning & AWS","Build your own truly Data-driven Day Trading Bot | Learn how to create, test, implement & automate unique Strategies.",Yes,4.5,"4,026","45,336",Alexander,English,409000.0,81%,"Python, Algorithmic Trading, Investing & Trading, Finance & Accounting",37.0,523.0,44h 28m
2025-10-06 20:19:53,https://www.udemy.com/course/hyperparameter-optimization-for-machine-learning/,Hyperparameter Optimization for Machine Learning,"Learn grid and random search, Bayesian optimization, multi-fidelity models, Optuna, Hyperopt, Scikit-Optimize & more.",No,4.8,786,"9,915",Soledad,English,379000.0,71%,"Machine Learning, Other IT & Software, IT & Software",11.0,95.0,9h 24m
2025-10-06 20:20:19,https://www.udemy.com/course/machine-learning-using-python-starttech/,Machine Learning using Python,"Linear & Logistic Regression, Decision Trees, XGBoost, SVM & other ML models in Python",No,4.6,730,"29,359",Start-Tech,English,279000.0,74%,"Machine Learning, Data Science, Development",28.0,164.0,18h 51m
2025-10-06 20:20:42,https://www.udemy.com/course/machine-learning-practical/,Machine Learning Practical: 6 Real-World Applications,Machine Learning - Get Your Hands Dirty by Solving Real Industry Challenges with Python,No,4.5,"3,172","24,412",SuperDataScience,English,309000.0,75%,"Machine Learning, Data Science, Development",8.0,81.0,8h 36m
2025-10-06 20:21:05,https://www.udemy.com/course/complete-python-with-ai-skills-to-get-your-dream-it-job/,Complete Python with AI Skills to Get Your Dream IT Job,"Master Python for Data Science, AI, Machine Learning, Web Development, Game Development, Cybersecurity, and GUI!",Yes,4.7,203,"2,215",Imran,English,279000.0,64%,"Python, Other IT & Software, IT & Software",48.0,309.0,33h 30m
2025-10-06 20:21:44,https://www.udemy.com/course/python-programming-machine-learning-deep-learning-python/,"Python Programming: Machine Learning, Deep Learning | Python","Python Machine Learning and Python Deep Learning with Data Analysis, Artificial Intelligence, OOP, and Python Projects",No,4.5,164,"10,390",Oak,English,299000.0,76%,"Python, Data Science, Development",14.0,146.0,21h 14m
2025-10-06 20:22:04,https://www.udemy.com/course/advanced-machine-learning-methods-and-techniques/,Advanced Machine Learning Methods and Techniques,"Learn Advanced Machine Learning Methods and Techniques for Data Analysis, Data Science, and Machine Learning",No,5.0,65,"1,116",Henrik,English,279000.0,30%,"Machine Learning, Data Science, Development",3.0,18.0,11h 19m
2025-10-06 20:22:28,https://www.udemy.com/course/data-science-machine-learning-naive-bayes-in-python/,Data Science & Machine Learning: Naive Bayes in Python,Master a crucial artificial intelligence algorithm and skyrocket your Python programming skills,No,4.7,36,"8,785",Lazy,English,279000.0,74%,"Data Science, Machine Learning, Development",9.0,45.0,7h 29m
2025-10-06 20:23:38,https://www.udemy.com/course/recommender-systems/,Recommender Systems and Deep Learning in Python,"The most in-depth course on recommendation systems with deep learning, machine learning, data science, and AI techniques",Yes,4.6,"2,651","34,406",Lazy,English,369000.0,81%,"Recommendation Engine, Deep Learning, Business Analytics & Intelligence, Business",14.0,94.0,12h 49m
2025-10-06 20:23:59,https://www.udemy.com/course/machine-learning-for-product-managers/,Machine Learning Product Management: A Practical Guide,Kick start your career in Machine Learning Product Management with just one course.,No,4.7,618,"4,552",Raj,English,279000.0,30%,"Product Management, Management, Business",7.0,59.0,4h 43m
2025-10-06 20:24:21,https://www.udemy.com/course/industry-40-digital-transformation-and-smart-manufacturing/,Machine Learning Projects for Industry 4.0,Hands-On Projects in Machine Learning for Industry 4.0,No,4.2,22,201,Advancedor,English,279000.0,30%,"Python, Data Science, Development",18.0,85.0,22h 29m
2025-10-06 20:24:45,https://www.udemy.com/course/nlp-natural-language-processing-with-python/,NLP - Natural Language Processing with Python,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",No,4.5,"19,335","103,044",Jose,English,439000.0,81%,"Natural Language Processing (NLP), Data Science, Development",9.0,80.0,11h 24m
2025-10-06 20:25:06,https://www.udemy.com/course/machine-learning-applied-to-stock-crypto-trading-python/,Machine Learning Applied to Stock & Crypto Trading - Python,"Use Unsupervised, Supervised and Reinforcement Learning techniques to gain an edge in trading Stocks, Crypto, Forex...",No,4.7,673,"5,727",Shaun,English,319000.0,82%,"Machine Learning, Data Science, Development",13.0,111.0,17h 49m
2025-10-06 20:25:49,https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,Deep Learning: Convolutional Neural Networks in Python,"Tensorflow 2 CNNs for Computer Vision, Natural Language Processing (NLP) +More! For Data Science & Machine Learning",Yes,4.5,"5,794","46,788",Lazy,English,429000.0,77%,"Convolutional Neural Networks (CNN), Deep Learning, Data Science, Development",16.0,79.0,13h 53m
2025-10-06 20:26:12,https://www.udemy.com/course/machine-learning-2020-complete-maths-for-machine-learning/,Machine Learning : Complete Maths for Machine Learning,"Learn Math for Machine Learning, Math for Data Science, Linear Algebra, Calculus, Vectors & Matrices, Probability & more",No,4.4,331,"1,568",Jitesh,English,299000.0,25%,"Machine Learning, Data Science, Development",4.0,25.0,2h 26m
2025-10-06 20:26:32,https://www.udemy.com/course/time-series-analysis/,"Time Series Analysis, Forecasting, and Machine Learning","Python for LSTMs, ARIMA, Deep Learning, AI, Support Vector Regression, +More Applied to Time Series Forecasting",Yes,4.8,"3,012","11,601",Lazy,English,1099000.0,,"Time Series Analysis, Data Science, Development",18.0,175.0,23h 27m
2025-10-06 20:26:54,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,"DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS using R Programming, PYTHON Programming, WEKA Tool Kit and SQL",No,4.3,66,524,DATAhill,English,299000.0,25%,"Data Science, Development",1.0,86.0,72h 22m
2025-10-06 20:27:17,https://www.udemy.com/course/ai-python-development-megaclass-300-hands-on-projects/,AI & Python Development Megaclass - 300+ Hands-on Projects,"Training in Machine Learning, Deep Learning, Data Science, Computer Vision, NLP, Chatbots, and AI-Powered Applications",No,4.4,673,"20,608",School,English,279000.0,30%,"Artificial Intelligence (AI), Data Science, Development",24.0,214.0,57h 55m
2025-10-06 20:27:40,https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,Bayesian Machine Learning in Python: A/B Testing,"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More",Yes,4.7,36,"44,920",Lazy,English,389000.0,81%,"A/B Testing, Bayesian Statistics, Data Science, Development",12.0,80.0,10h 26m
2025-10-06 20:28:01,https://www.udemy.com/course/data-science-transformers-nlp/,Data Science: Transformers for Natural Language Processing,"ChatGPT, GPT-4, BERT, Deep Learning, Machine Learning & NLP with Hugging Face, Attention in Python, Tensorflow, PyTorch",Yes,4.7,"6,836","9,443",Lazy,English,1099000.0,,"Natural Language Processing (NLP), Data Science, Development",15.0,133.0,18h 19m
2025-10-06 20:28:23,https://www.udemy.com/course/data-science-with-machine-learning-algorithm-using-python/,Data Science with Machine Learning Algorithm using Python,Master Class of Data Science with Machine Learning using Python,No,4.4,62,742,Piush,English,279000.0,30%,"Data Science, Development",8.0,88.0,12h 3m
2025-10-06 20:29:07,https://www.udemy.com/course/data-science-mastery-complete-data-science-bootcamp-2025/,From Zero to Pro Data Science & AI Advanced Full Course,"Master Data Science, AI, and Machine Learning with hands-on projects in Python, Deep Learning, Big Data, and Analytics",No,4.3,498,"30,631",School,English,289000.0,75%,"Data Science, Development",18.0,244.0,48h 36m
2025-10-06 20:29:30,https://www.udemy.com/course/machine-learning-with-javascript/,Machine Learning with Javascript,Master Machine Learning from scratch using Javascript and TensorflowJS with hands-on projects.,No,4.8,"3,469","32,299",Stephen,English,389000.0,80%,"Machine Learning, Data Science, Development",15.0,187.0,17h 40m
2025-10-06 20:29:49,https://www.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Data Science : Complete Data Science & Machine Learning,"Learn and master the Data Science, Python for Machine Learning, Math for Machine Learning, Statistics for Data Science",No,4.6,"3,450","23,600",Jitesh,English,409000.0,74%,"Data Science, Development",30.0,281.0,25h 48m
2025-10-06 20:30:39,https://www.udemy.com/course/artificial-intelligence-with-machine-learning-deep-learning/,"Artificial Intelligence with Machine Learning, Deep Learning","Artificial Intelligence (AI) with Python Machine Learning and Python Deep Learning, Transfer Learning, Tensorflow",No,4.4,524,"5,080",Oak,English,339000.0,74%,"Artificial Intelligence (AI), Data Science, Development",25.0,171.0,22h 46m
2025-10-06 20:31:57,https://www.udemy.com/course/machine-learning-a-z-with-python-with-project-beginner/,Machine Learning with Python : COMPLETE COURSE FOR BEGINNERS,Complete Machine Learning Course with Python for beginners,No,4.9,510,"24,253",Selfcode,English,299000.0,25%,"Machine Learning, Data Science, Development",11.0,35.0,13h 12m
2025-10-06 20:32:20,https://www.udemy.com/course/data-science-machine-learning-and-deep-learning-with-python/,Data Science: Machine Learning and Deep Learning with Python,"Learn Data Science with Data Parsing, Data Visualization, Data Processing, Supervised & Unsupervised Machine Learning",No,4.4,87,"3,310",Teach,English,299000.0,75%,"Python, Data Science, Development",17.0,60.0,14h 19m
2025-10-06 20:33:23,https://www.udemy.com/course/probability-statistics-mathematics/,"Complete Math, Statistics & Probability for Machine Learning","(Updated 2023) Complete Mathematics, Probability & Statistics for Data Science, Data Analytics, Machine & Deep Learning",No,4.5,324,"3,203",Donatus,English,309000.0,78%,"Probability, Math, Teaching & Academics",79.0,767.0,33h 13m
2025-10-06 20:33:47,https://www.udemy.com/course/master-machine-learning-in-python-with-scikit-learn/,Master Machine Learning in Python with Scikit-Learn,A comprehensive introduction to machine learning and data science in Python with the scikit-learn library!,No,4.5,57,298,TM,English,319000.0,64%,"Machine Learning, Other IT & Software, IT & Software",19.0,109.0,9h 4m
2025-10-06 20:34:52,https://www.udemy.com/course/python-machine-learning-deep-learning-pandas-matplotlib/,"Python: Machine Learning, Deep Learning, Pandas, Matplotlib","Python, Machine Learning, Deep Learning, Pandas, Seaborn, Matplotlib, Geoplotlib, NumPy, Data Analysis, Tensorflow",No,4.2,157,"5,266",Oak,English,309000.0,26%,"Python, Data Science, Development",36.0,239.0,36h 2m
2025-10-06 20:35:16,https://www.udemy.com/course/introduction-to-ml/,Introduction to Machine Learning,"Machine Learning, Supervised Learning, Unsupervised Learning, Regression, Classification, Clustering, Markov Models, HMM",Yes,4.6,91,417,Dr.Padmapriya,English,279000.0,30%,"Machine Learning, Engineering, Teaching & Academics",5.0,17.0,3h 17m
2025-10-06 20:35:39,https://www.udemy.com/course/machine-learning-deep-learning-masterclass-for-beginners/,Machine Learning & Deep Learning Masterclass for Beginners,"A Full-fledged Machine Learning Course for Beginners. Master End-to-end ML & DL Process, Python, Math, EDA and Projects.",Yes,4.2,44,"1,121",Shahriar's,English,279000.0,64%,"Machine Learning, Other IT & Software, IT & Software",18.0,212.0,25h 21m
2025-10-06 20:36:01,https://www.udemy.com/course/real-world-data-science-projects-practically/,Build 75 Powerful Data Science & Machine Learning Projects,"Build & Deploy Data Science, Machine Learning, Deep Learning (Python, Flask, Django, AWS, Azure, GCP, Heruko Cloud)",No,4.3,397,"4,808",Pianalytix,English,339000.0,66%,"Data Science, Development",76.0,557.0,74h 28m
2025-10-06 20:36:23,https://www.udemy.com/course/llms-mastery-complete-guide-to-transformers-generative-ai/,LLMs Mastery: Complete Guide to Transformers & Generative AI,"Generative AI, r1, LLMs, ChatGPT, GPT4, o1, Llama3, Decoders, T5, BERT, LoRA, FSDP, 4bit, Machine Learning, Data Science",No,4.5,"7,188","31,158",The,English,319000.0,70%,"Natural Language Processing (NLP), Data Science, Development",12.0,52.0,7h 30m
2025-10-06 20:36:43,https://www.udemy.com/course/python-and-r-for-machine-learning-deep-learning/,Python and R for Machine Learning & Deep Learning,Learn Machine Learning and Deep Learning using Python and R in 2024,No,4.6,10,46,Manuel,English,279000.0,30%,"Machine Learning, Data Science, Development",15.0,252.0,32h 9m
2025-10-06 20:37:03,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,Data Science and Machine Learning Bootcamp with R,Learn how to use the R programming language for data science and machine learning and data visualization!,No,4.7,"17,651","99,220",Jose,English,399000.0,82%,"Data Science, R (programming language), Machine Learning, Development",35.0,128.0,17h 45m
2025-10-06 20:37:26,https://www.udemy.com/course/certification-in-machine-learning-and-data-science-with-aws/,Certification in Machine Learning and Data Science with AWS,"Learn Data Management on AWS, ML models on AWS, Advanced ML on AWS, Analytics and Visualization on AWS and Use Cases",No,4.0,21,"1,020",Human,English,279000.0,73%,"Data Science, Development",10.0,70.0,7h 39m
